ip_address,country_code,country,city,latitude,longitude,mystery_value
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
92.128.185.162,42,Barbados,East Rosarioside,85.41053008061758,-45.84685315521429,0
204.59.35.73,UM,New Zealand,Lake Marvin,-17.600222434414178,-91.92029504566261,3168613153
176.223.114.34,SY,Saudi Arabia,Floridaville,-62.85816844754414,-133.5578554943565,5722013338
13.7.143.217,LV,Wallis and Futuna,South Romaville,-81.44456962033098,-99.16565253277018,6730748407
213.210.40.173,42,Estonia,Port Leola,85.86794937424543,-137.2597647628552,0
201.165.163.107,ET,Chile,Lake Brendanchester,17.126894483456226,50.08294981003857,5887235910
6.164.179.222,VN,Jamaica,Rohanside,69.93832481163986,-91.66337625400429,1101756046
183.3.41.144,DK,Andorra,South Claudefort,19.47159751996321,119.35931382074341,9681249758
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
110.68.210.201,CD,Cambodia,Alaynabury,82.91816852754724,-123.57280331472366,3226916269
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
196.177.118.154,BS,Kyrgyz Republic,North Vivianne,-55.582585050016895,-35.73752899836194,7824488356
89.115.88.38,AS,Spain,Tillmanchester,25.321300115624695,179.4646876473024,8690045741
48.18.161.12,SK,Costa Rica,South Jewell,-50.79600672714214,141.82330798531927,4031366569
119.211.243.110,CY,Bouvet Island (Bouvetoya),Abigaylestad,-84.73026934254167,-138.92857509603155,5068075903
125.23.111.133,IL,Western Sahara,East Felicitastad,60.35193398101768,-141.90891719836375,6352946425
200.93.65.76,TW,Republic of Korea,Port Jaquelinborough,86.23505106906188,-68.45680781401674,7718275777
56.82.12.239,KR,American Samoa,Gilberthaven,68.5516647608975,0.32611055172938563,8478420655
156.86.82.44,SH,"Virgin Islands, British",Pearlietown,-87.92391503381612,33.01083172246521,7500194449
,CW,Nigeria,,-54.26189112305673,74.67158073302625,0
176.121.155.135,TT,Turks and Caicos Islands,South Kamren,-22.066399474243937,92.24596946502464,4936957496
,AW,Tokelau,,-87.94558615697447,-125.42197759586105,0
116.208.224.156,SY,Cyprus,Fadelshire,25.075756242766417,94.37327708408077,4252933767
186.78.226.141,BV,Lithuania,Jettbury,27.591381201389694,40.864520841782735,1670532703
50.216.68.33,KH,Lao People's Democratic Republic,Gulgowskishire,46.306351355019274,145.5831957770527,7607589483
80.163.110.199,GF,"Virgin Islands, British",Maximilliantown,84.3897005985909,132.75972291127113,4075871267
120.182.127.221,PY,Bosnia and Herzegovina,Amayachester,-33.5754596541493,-85.80749967872555,7899171500
157.204.96.154,GY,Yemen,Reganmouth,87.37010246348265,-123.29878626157645,9607506055
222.72.106.194,SO,Bulgaria,Keshawnville,16.113565246699665,-53.312658878130236,8258323487
2.96.49.188,BL,Ghana,Lake Adellaport,-33.31246933401742,102.16896563098817,6058628134
60.132.98.97,SK,Ethiopia,East Filibertomouth,48.44458354396701,-131.51915778793978,2650355500
158.88.95.33,HM,Western Sahara,Arnoldoburgh,-71.87085133127391,125.44208912939325,2594378336
48.219.102.216,TG,Chad,Hoppeberg,26.020727350113063,-33.219764025504304,8782141591
146.243.19.36,MA,Togo,Jadenton,-40.072355805599095,-91.68994109142075,5863699128
16.117.42.153,MC,Saint Barthelemy,New Samir,34.48107719799145,23.66483683689154,6285514028
87.140.55.77,WS,Samoa,North Savannahchester,24.539896192300276,169.38023139483488,6621718032
92.15.218.22,TO,Croatia,Schinnerfurt,17.030207262738173,-116.7566789004791,5000288878
6.244.51.14,MZ,Poland,Kulasport,-17.862324954795483,170.72720611516957,3379933759
43.86.105.160,CK,Jersey,West Kiaraborough,-89.42185273568172,134.3386187065185,3776059093
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
120.157.62.147,NF,Saint Barthelemy,Schoenmouth,83.8325711395727,-95.96599390872608,9104170940
88.203.231.8,PY,Sierra Leone,Port Aidanland,4.066568888810281,-38.43242729586672,5992596273
99.9.81.48,TT,Comoros,Port Eldredburgh,-61.90768284498445,-177.2148811580271,5964086267
100.250.161.159,GH,Tanzania,West Santos,67.09781366593776,166.6186368635045,2148175932
110.17.54.194,MD,Netherlands,Jaymeville,-27.82962624030285,136.49613196992158,8703377806
176.177.23.16,SM,Pitcairn Islands,New Cynthia,26.701363701898217,63.70264227265159,9578710718
11.58.61.126,MC,Austria,Abestad,-27.001312052445037,-37.27316496928361,1691890366
61.109.97.97,CK,Hong Kong,Kleinmouth,37.947480316540975,-25.80785951530129,5007054542
129.238.138.208,AL,Syrian Arab Republic,West Cleo,84.59200478082127,-127.80866180908778,9611447741
97.126.63.189,KR,Tuvalu,Arimouth,-53.39878624292409,-117.41531548616626,6392720174
159.15.14.50,SY,Micronesia,South Tierraborough,35.01391405392873,-87.5568404354574,4229233516
13.29.171.227,LT,Myanmar,West Okey,18.63016460326412,-80.5622847415079,2590077249
72.21.171.81,GQ,Republic of Korea,Hermanmouth,-67.71335488351959,62.62172145788688,7041773286
216.145.194.91,CI,Nauru,Bergstromchester,88.46626962184186,62.606073295154545,7097342310
68.159.77.76,IQ,Marshall Islands,Pourosberg,-26.1606147228229,59.503337430348466,5784327697
162.114.99.23,EC,Tanzania,Torpmouth,52.20024324196453,24.370678495434618,5336510284
219.69.105.203,US,Malawi,New Michale,-1.3114622530139002,33.1048406147963,5175882349
105.60.219.105,CI,Cocos (Keeling) Islands,East Manuel,16.842664806156805,-25.233515904733963,8703540961
48.239.137.30,AU,Brazil,Port Marleefort,11.613921260462675,-133.93615540237596,1191087107
199.174.239.117,ZM,Nepal,New Billieshire,53.48175636637049,-40.47646926696686,8545431355
3.222.121.174,42,Saint Kitts and Nevis,North Hailie,4.447979954928243,35.83017799041693,0
70.110.222.153,GL,French Polynesia,Kossside,9.771525295972069,-106.27428837149495,8370807204
126.233.3.147,BH,Guatemala,Raymondfort,-3.870904096924974,-154.704246003933,7643384253
31.172.97.7,EU,Rwanda,Alanisburgh,latitude,longitude,0
221.228.79.147,TZ,France,Port Wendy,36.82519971757526,-52.16920122489867,3148700776
61.168.49.16,TM,Timor-Leste,Soledadmouth,-52.76344533121144,-133.42660815080768,7847854004
152.124.100.212,GW,Uruguay,Tedhaven,44.653711819812,84.48837173359522,2698376622
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
65.71.129.99,GW,Albania,West Tyree,54.67939219114845,10.388162023951935,8071646992
120.167.200.180,42,Oman,Port Adriennehaven,-81.77679223234392,55.42685831203008,0
not your IP address,GB,Swaziland,Seanmouth,-45.542552564944074,132.17185784910777,7938431578
26.154.210.93,SG,Hungary,New Noahchester,36.808355586492326,-137.73706188769984,6935093456
168.143.57.57,ZM,Croatia,Frederiquechester,-39.66211852146496,176.07399837327824,2808192126
110.45.178.120,BY,Norway,Rubieland,-62.51788786333942,113.31683352049299,8007286915
113.189.225.145,KM,Bangladesh,Wunschtown,-38.12480763932264,168.38125243068248,6835381180
208.113.217.64,NP,Djibouti,Kuhicshire,0.21217899514587657,58.39601164310028,8278622178
52.40.157.223,FR,Luxembourg,North Jamiestad,30.79425149062027,174.1982950719933,1516452513
62.170.223.86,GE,Antigua and Barbuda,South Katarinaside,-61.08099594544524,-50.19142110697575,3596433255
3.43.131.223,CU,American Samoa,Morganmouth,74.85856706105434,-107.40840920693955,4316203302
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
202.136.60.33,BV,Jersey,Port Cicero,-28.0052142209208,-98.79134224789239,6910639159
172.87.9.250,FM,Turkmenistan,Johnshaven,2.654121822963802,82.1168439514791,5113925667
137.165.90.241,US,Italy,North Wade,-79.38642147167594,3.928420573776151,8317938646
37.246.167.85,TT,Zimbabwe,East Emmanueltown,20.760005138133337,-41.9863405396039,6520186404
43.233.156.35,42,Myanmar,South Gerhardport,-66.90059478053757,-77.5482481967354,0
55.37.88.216,TO,Zambia,Antoniettaport,-44.400468315902,105.74179882419708,7237724834
142.32.246.247,MM,Cook Islands,West Eunaborough,-83.23652600664164,-9.557615304628541,1646299640
190.199.212.18,IL,Armenia,New Susieport,-72.13603921726869,148.4080336941799,7008622324
223.29.138.147,CR,Iraq,East Mike,-73.17481654920375,-148.22768661766787,2977860786
148.19.49.188,GB,Nicaragua,West Aniyaside,75.60665292717985,-178.38453065812496,2213937481
213.190.47.150,PS,Benin,Lake Elenora,-13.07001127463478,-109.58912641791545,9035657626
109.221.2.174,WS,Peru,New Raquelshire,-57.839869602490076,-94.47290143613625,4197904319
45.188.58.211,FM,Algeria,Otisstad,-55.1310222838842,-177.8799598023392,4563676191
214.18.88.183,CU,Kenya,East Paoloside,7.627632673394416,134.52408729682344,6694580979
207.68.21.63,TG,Tunisia,Xavierton,41.33411535158288,-120.19093305884125,6647731555
,GQ,Cote d'Ivoire,,-84.79494388244544,148.5460024025113,0
138.113.100.112,ST,Jersey,Ziemeport,29.87603257020099,-89.60895790016549,2435707444
96.106.188.98,MQ,Djibouti,New Mikel,-37.5097961666629,8.111158239232253,7298118813
76.228.216.102,KM,Trinidad and Tobago,Lake Toni,-82.26783121139717,15.721913840686227,1330073879
161.46.16.46,PA,Guam,McDermottstad,-0.514283329211068,-92.9028067108013,6331745079
166.181.169.182,CN,Thailand,Terrytown,60.301910478749164,126.81255019126002,1827173193
4.126.66.197,RS,French Southern Territories,East Lindaland,-57.385526256556155,-169.08075933314444,5324804098
166.31.144.71,CO,Samoa,Dedricland,72.06568540707391,-63.6347601895484,4634074836
167.137.105.180,KH,Vanuatu,Haneburgh,-51.46838789307908,-170.25235182830295,3945723008
14.49.146.81,EU,Norway,West Damion,latitude,longitude,0
171.244.39.15,GN,Falkland Islands (Malvinas),Port Kristianview,-44.15059288163022,86.49968889654934,8055366643
,GT,Fiji,,29.05742655972324,-175.1598216113606,0
39.54.216.71,,,,0,0,2208058788
11.171.212.193,MW,Nicaragua,New Joelleshire,-53.977416196257735,37.690167378243615,9025445803
27.145.52.233,MF,French Guiana,Alysamouth,35.96130394508414,-19.130147626133265,1359448394
181.105.252.107,IL,Ukraine,Lake Nathanialhaven,-37.65138201482535,137.27195490900579,3992351763
53.153.147.66,BN,French Southern Territories,Hickleshire,-86.81230930680407,135.66047057238245,7621235130
147.121.62.3,BL,India,Elzamouth,82.55451096040593,134.77594032562376,8437670761
119.48.206.136,SN,Poland,East Lilymouth,30.60832209417849,154.18997609755024,5122056721
65.155.65.91,HU,Angola,New Devonhaven,-57.415845281140264,110.30807392100144,4655240370
189.46.200.199,PS,Belarus,Antonettafurt,79.27922574159018,126.34179329082144,8214236850
145.127.148.254,WF,Hungary,Port Kaileyton,-42.1093716872593,-50.03302001006776,6419652478
139.46.133.124,CC,Guam,South Elnaside,-50.24635160027757,-0.5297461313471672,9560310048
198.43.10.166,LK,Lithuania,Port Theresia,51.906456019852925,157.29406739271184,7269137793
131.83.131.56,SS,Cocos (Keeling) Islands,South Nico,-66.06345482799108,-148.26615269442902,3847173865
not your IP address,NL,Cambodia,Marciashire,-73.42586822324027,-115.9660204810856,6461100421
113.87.199.9,TN,Tunisia,North Darrellburgh,63.0109242513721,-99.73012517503373,5266874933
8.29.88.201,SO,Micronesia,Lake Trenton,2.642167549446924,56.52603067100807,7934554024
149.187.100.83,YT,Finland,Feltonhaven,-82.12377874602724,-71.84519713901228,2538842079
148.216.18.212,FO,Egypt,West Jaylonfurt,-39.22993307474625,-33.81167170275711,5747002291
20.247.197.185,SN,Czech Republic,Port Gaystad,-21.577092520606683,60.655676224414435,3283613340
132.174.137.8,MK,El Salvador,New Trever,-73.01377275679661,-57.636568731281514,9307103813
60.107.165.221,BJ,Equatorial Guinea,North Francescoland,-13.922432194683438,-155.93569279747092,8408690617
35.226.33.182,PT,Bolivia,New Nathanael,13.917468033101386,151.89798348199338,2195510768
99.9.209.17,IN,Benin,West Owen,-72.85044382422996,-23.387977722864434,4189580294
213.80.151.185,,,,0,0,6992038384
159.57.177.206,BD,Taiwan,Aufderharview,-77.14944813305644,-5.923912980875741,4984337903
103.163.101.64,,,,0,0,8149328592
60.127.194.147,PE,Northern Mariana Islands,East Talontown,6.255561229393905,-153.66081642145238,8030053920
15.26.250.108,TD,Botswana,Lake Agustinatown,31.672859990854647,92.78129071080753,5542464601
175.198.221.162,AI,Burkina Faso,West Taraburgh,44.026819585943116,47.10779606682007,7211367600
79.190.94.245,AZ,French Polynesia,Stracketon,54.13560763656534,106.54545087401812,9641816340
109.167.153.225,LT,Congo,Kubfurt,1.205452829199615,15.426253999720359,7187587280
2.213.202.211,TZ,Sri Lanka,Wildermanton,66.08777693934442,-173.85390456553694,5578767511
199.58.65.51,LY,French Guiana,East Raymond,83.13677991440446,45.84500489109374,3727186275
72.135.195.157,MD,Cameroon,West Madiebury,-89.08963160566749,142.76904277909694,3504544475
46.16.46.161,GE,Japan,Lake Candiceborough,9.48527210871633,101.43145721657771,9098626128
167.32.121.192,NA,Belgium,Hoegerville,-16.74634903243873,140.30909141006902,8143063866
152.195.238.129,KI,Paraguay,Robelberg,60.54566418228109,177.79430401897923,9536177379
130.88.142.172,GP,Antigua and Barbuda,Port Jaimeshire,-33.699648943086615,90.77673886917074,1830133389
,TF,Lao People's Democratic Republic,,32.55042234271279,-54.30303095110496,0
126.127.185.120,PN,Seychelles,North Quinton,-11.068654832819021,-37.6723343886913,3208751362
143.144.251.131,MQ,Democratic People's Republic of Korea,New Chazberg,30.16444612605123,64.97145064361908,5015372278
50.242.232.177,BB,Czech Republic,South Dillan,60.871271512887944,-98.12625556057878,5867224453
186.173.3.190,AD,Denmark,West Joanneburgh,-60.882011008067366,-12.017887084567946,2079039476
196.170.119.186,SS,Cuba,Michelstad,48.49550657679549,-150.79638502375178,4996011148
155.59.178.47,CG,El Salvador,Annamariestad,-55.035103083754784,-64.50304072091787,7188943027
110.93.196.95,VC,India,New Karine,43.942915270612275,-103.33825263310025,2300539061
112.234.125.245,AS,Lithuania,Kianabury,-48.23979863931004,-168.8363533297978,6413999973
222.90.247.63,QA,Canada,Adahfurt,-50.66473118163166,-1.4723544030221092,7287047700
190.31.108.126,FK,Portugal,Murphyhaven,-70.73687605790911,-26.314940660788068,6936218718
195.123.132.120,PT,Nauru,Shieldsbury,69.1372341890521,-76.22139346916987,8647832828
55.204.178.192,BM,Bhutan,Port Ally,45.00460757028324,87.85578704919942,8790119348
15.124.214.196,CR,Uzbekistan,Jamaalberg,9.588284822647054,-144.01924063230547,5376921063
139.169.74.206,GD,Bahamas,Amytown,23.260587471827264,-25.208293015301024,7663789382
61.199.149.35,ER,Croatia,Collinstown,24.13465650501317,-150.41014607081823,4886354581
184.147.77.98,NR,Antarctica (the territory South of 60 deg S),South Raleigh,89.32904105132229,96.5448237647384,5841822249
22.37.136.11,HM,Germany,Wadetown,-44.4810191245073,104.89171885427709,3966710394
55.204.140.198,MM,Senegal,East Naomiton,29.084159532787467,123.70431572207599,6504936914
133.44.241.161,AS,New Caledonia,Lake Carrieville,-57.47157788923501,-162.8166731652915,4341159421
94.246.101.49,EU,Nauru,Joanyburgh,latitude,longitude,0
174.138.204.37,MU,Central African Republic,Lake Nikoville,20.87765421425479,-88.58783512091064,7022851258
26.118.249.245,VE,Faroe Islands,Lake Kacie,74.53521189299659,-42.98058824487234,3444645845
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
47.111.211.153,SM,Vietnam,Rosalindhaven,66.55784640714717,176.5640091395693,5916771813
49.210.148.171,AT,Pitcairn Islands,Diannaview,88.68626247655257,175.05555101146547,2891268986
54.155.130.104,OM,Luxembourg,Andrewberg,67.46113408867174,-46.14779756398917,4556445090
133.166.132.107,IE,Togo,Jacklynport,-77.14584951085709,46.052056345501,5996014548
146.77.147.142,MU,Zimbabwe,Allenland,69.28706320582245,-170.5616708748337,5785163168
210.73.170.53,FK,Slovenia,Lake Jenifer,40.165820506956635,34.41163500440112,5386658986
222.238.59.153,TZ,Micronesia,South Leanne,-62.08481414832367,-136.82298320771227,4269924976
205.115.189.248,MO,Faroe Islands,Lake Jessie,41.09668845376763,166.21806668214998,5040969611
157.189.96.112,DE,Oman,Port Karamouth,28.999916019326122,128.2730214601694,6276027816
118.36.132.19,MS,Lao People's Democratic Republic,South Isomhaven,-67.09747864143402,106.87536971498804,7295559613
69.127.32.42,EU,Gibraltar,South Reinholdchester,latitude,longitude,0
122.21.233.76,GQ,Somalia,Thaddeusville,-20.75438590493208,66.48605221402889,5227203282
173.111.106.99,KG,Belarus,West Jacklyn,-10.477639231502366,13.225547619554703,9720027280
32.185.28.188,BT,Spain,Kundebury,-14.740746081684179,-64.0688091490734,2300711740
178.31.152.43,GL,Peru,Oberbrunnerberg,58.90129208042816,-44.774352519331075,1452064999
176.237.251.92,GG,Iran,Hauckland,37.686889026381536,6.0943933043675145,6244774679
71.38.9.212,MN,Denmark,Yazminmouth,-74.01499939815908,117.65319650187126,1340535553
194.26.221.64,,,,0,0,3805213404
14.54.50.246,PM,"Virgin Islands, U.S.",North Geoland,54.54486857787836,-121.82003642177038,8639463040
107.216.41.34,AQ,Jordan,Russellbury,-21.172828289717543,73.59331406811367,2128306184
132.136.216.204,HM,Saint Barthelemy,Ullrichville,64.6704114954205,137.53103768891515,7541513872
85.132.2.94,BR,Liechtenstein,West Shaina,39.50491895886094,28.486459713967292,5483063867
9.254.142.154,GR,Jordan,Whitefort,10.548902928953922,-172.77865912364376,8700063574
102.219.24.38,GS,Moldova,Lake Jamir,-36.1823006649263,27.878550988190682,1558817967
165.59.160.188,AR,Antarctica (the territory South of 60 deg S),Frankton,-33.424671889855475,9.458650547629901,3370876873
109.104.125.73,LS,Azerbaijan,Port Tatumland,24.6837930526017,72.67630783656912,3045657975
184.71.167.205,PR,Republic of Korea,North Sophiaport,-83.85493904182411,106.71601739625618,6262280635
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
196.154.137.211,EE,Botswana,Corineville,17.71203808011073,74.47494161827956,8956802707
93.87.219.62,IQ,Bermuda,Kossbury,-17.45169122512428,22.911062283763215,8465915303
29.48.206.30,MY,Western Sahara,Port Audie,-59.4403592731071,86.12177709114707,5980354125
27.4.5.101,DK,Oman,Laurieville,67.2587047744835,-106.21831342115999,2569761550
112.149.228.222,BM,Heard Island and McDonald Islands,Francescahaven,88.3806666712834,-10.69439713014097,5725154347
149.30.11.221,ME,Colombia,North Martafort,-54.76893114766048,-127.37310547230899,3290188448
105.179.67.149,RW,Turkey,Kossport,65.5535578104701,131.7255900157407,9621094656
23.163.204.123,BL,Brazil,Kubtown,-42.457891982475246,51.173575930690504,6691066700
163.167.236.70,MO,Lebanon,Ottoborough,11.943949174688228,114.6532943317398,9938873649
97.50.253.205,CC,Norway,Goldnerburgh,-56.03099396959043,149.78513082157883,3617775494
150.2.155.188,VN,Saint Helena,Lindseystad,17.48952849333378,172.3869136017825,2993284102
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
138.93.69.35,MN,Gambia,Gleichnerchester,-48.721847574725324,-129.29258963012154,5320160832
not your IP address,BD,Democratic People's Republic of Korea,Walterside,-79.66393706861763,57.168036396712665,3165043393
16.186.77.80,NO,Kuwait,North Siennaview,,,0
15.72.94.234,NR,Malawi,Baileyberg,-25.570120963158473,93.0520261823761,3227009632
197.238.217.56,AM,Guernsey,Dickiview,-77.70918940625222,-148.4229358678321,3730532730
18.15.35.117,CG,Saint Vincent and the Grenadines,Batzfurt,-64.4232891842072,-94.29817275840225,8397738906
123.234.212.92,KY,Comoros,Lake Karlieland,48.705218840836324,17.01038387656527,8153224793
168.55.219.98,JM,Mauritania,Kesslerchester,37.89768365635362,156.1744743781905,1896923484
182.244.87.82,SS,Cote d'Ivoire,Lake Micaela,58.49738375616795,-77.38588878356643,7196042947
81.73.250.97,CI,Guyana,West Adriannaburgh,65.47911443152645,-73.74650291453224,5539474448
36.122.179.222,TJ,Norway,Bellmouth,32.41286533783014,-174.0649837339529,6483759895
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
21.219.193.190,GQ,Djibouti,East Jadenview,-47.40561363668601,31.072860157686762,3838231495
6.115.226.174,MC,Kiribati,Port Kevon,-22.928329636772744,-80.65731447369335,5572638116
14.111.112.39,LC,Antarctica (the territory South of 60 deg S),West Chancehaven,74.59883837952731,-143.60018879365273,2099834750
214.220.120.200,DO,Timor-Leste,Port Rozella,29.90806505828303,-72.33200352934186,9791039007
86.120.211.180,ZM,Belgium,Kihnside,,,0
205.47.60.98,YT,Serbia,Deltaberg,-26.442750676390816,-53.52850091063644,6003840492
84.67.194.213,PG,Timor-Leste,West Heatherstad,16.913335435313215,-95.62705297768534,6125580193
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
9.26.208.224,HN,Pitcairn Islands,Waelchichester,,,0
64.245.78.43,CC,Sudan,Efrenchester,42.505083663244335,-11.088053871950905,5225191864
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
182.3.106.29,EU,Saint Pierre and Miquelon,Lake Mose,latitude,longitude,0
192.13.6.18,TL,Brunei Darussalam,East Jaredton,14.94998647872066,-104.34923515191346,7183864086
25.122.34.77,GW,Cape Verde,Bergetown,48.46971689766758,169.76847169951958,8955134895
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
220.135.48.72,ID,Angola,Lake Saulchester,-83.00776427423787,-155.01601933805188,8935326230
160.224.183.6,DJ,Mozambique,Port Brandon,-88.07639655635076,56.248004736599626,3973756162
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
43.164.135.60,TJ,Syrian Arab Republic,Lake Mason,39.23271905590485,-62.7807694915369,8322038132
218.42.94.53,SH,Cameroon,Sporerfurt,-27.02215884083823,109.64727735618061,6356961530
91.215.140.10,BH,Venezuela,Lindgrenfort,-1.6998709706340804,39.9883516780385,7271594412
128.247.206.205,CM,Romania,Friesenmouth,22.33647750250796,121.61344628895876,5584380958
65.230.201.43,BH,Afghanistan,Bernhardmouth,-43.17248456709476,-148.1450162503172,6407912461
46.40.228.104,HM,Slovenia,Morissetteborough,-34.45025500593094,92.57758383065709,3563440382
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
7.253.205.15,,,,0,0,6037096308
55.154.81.238,GB,Russian Federation,South Ross,-30.921637350586963,-49.52598608138425,2818892369
73.172.245.147,SK,Zimbabwe,Demetriusshire,-36.20384356868389,41.07861818432349,4184638804
4.22.64.234,42,Russian Federation,Bernieberg,-7.638758915301793,-118.86603841412845,0
72.236.139.199,AI,Macao,Nehashire,87.9829903884249,4.8222430530067015,3770472348
155.96.92.146,PF,Ireland,Lake Remington,89.50104614672708,43.22112842752438,5217870247
179.18.173.140,ME,Mauritania,Bessieport,,,0
178.11.28.153,ID,Estonia,Greenmouth,69.17131917814032,-122.48680170659387,9432259735
77.239.96.89,DZ,Uzbekistan,Hicklechester,-16.824093323463146,-119.63147272185553,4126532674
107.131.36.115,VU,Macao,Lake Whitneybury,26.192450785359213,-92.13980655894865,7543761608
119.204.168.227,FK,Guadeloupe,Kathlynmouth,4.6247456631105734,124.7983882239588,3490879636
144.154.159.230,PL,Haiti,Port Lukas,-80.89513039595008,105.8435855082144,7742770902
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
212.98.152.187,FK,Cook Islands,Paytonburgh,60.04741386245445,87.10775757320721,6749358084
215.186.118.88,,,,0,0,8478667078
138.158.49.83,AS,Cyprus,Port Lexi,3.528771124129321,-53.97105341955296,3156614338
66.77.105.8,SY,Uganda,South Billieton,46.692428697406854,-50.45188611680115,7614752156
209.150.124.150,CL,Kazakhstan,New Lily,-76.8159241523189,2.6241709760406025,6751733603
122.175.125.176,AZ,Papua New Guinea,South Edwinview,44.12604153432051,40.99830202520877,3133919151
98.37.198.122,LS,Turks and Caicos Islands,Devynborough,-81.18318857521608,-175.85059644747335,4665798024
164.252.175.17,MM,Thailand,Boganhaven,-24.469325627938147,150.924363011376,6077823886
52.51.247.127,IO,Guernsey,West Sylvia,80.06869123278551,-135.1674146782211,3821739861
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
148.216.134.197,CV,France,New Darrionbury,68.09249081703018,-167.2855623787016,8208697770
135.111.93.154,BN,Kenya,North Adolfo,,,0
90.3.32.133,BA,Cook Islands,West Kira,8.413948675924217,-145.49116240492984,5993222790
157.59.68.139,ZA,Saint Kitts and Nevis,Haleyport,-22.92255816776698,145.62296111364145,6767235164
203.217.199.126,,,,0,0,3413698991
161.218.168.138,BH,Iraq,Ednaberg,1.176631909332869,-4.410299524983486,2055101314
112.14.254.127,GF,Malawi,Deckowstad,49.989523197625374,169.21033447199278,3387963840
98.216.254.47,LC,Micronesia,Dooleyborough,-34.352676554068815,71.48963955869803,3573768646
184.60.246.96,FK,British Indian Ocean Territory (Chagos Archipelago),Garnetstad,45.74370580946152,-110.41832918163314,5770991072
93.112.183.8,PW,Nauru,Lake Kaleb,-34.107536359413245,-76.25893772242026,6793497738
141.205.21.5,CO,Costa Rica,Port Ezratown,-59.26925554778159,-48.3512977899218,7825580217
191.83.28.8,TR,Trinidad and Tobago,New Lyla,29.89584699277482,-165.10936173478956,8128755978
141.92.209.9,AG,Netherlands,Ocieview,-81.12772212161906,-108.10802587427537,3456100455
112.185.105.245,BF,Azerbaijan,West Jefferyton,-86.1522989259302,-56.497417173504516,9940574119
186.176.22.85,CO,Georgia,East Abrahamfurt,14.578274743687203,176.6327372675509,5419918159
173.75.89.133,GA,Philippines,North Shane,,,0
121.122.57.157,EU,British Indian Ocean Territory (Chagos Archipelago),South Pablo,latitude,longitude,0
6.98.136.184,AI,Tanzania,West Clotilde,-62.17668445782046,105.52314210717645,9794973540
101.187.236.47,PT,Indonesia,North Mercedes,-70.60103156509415,-144.68267450984646,8144313717
11.244.107.141,SX,Canada,South Emilioview,66.38378061627287,176.82336053179267,2306721585
160.159.16.175,AZ,Republic of Korea,North Kiera,43.43635135321145,78.49443579985211,6472609508
111.53.250.30,SY,Montserrat,Johnstontown,53.92833632508339,25.618872299139355,3964560489
154.2.94.166,TL,Czech Republic,Buckridgestad,75.46870023825375,-157.39677398959634,3861348949
151.91.185.176,DK,Indonesia,West Elwynville,-54.285586071655665,150.40684646264265,1664499628
118.162.68.70,MF,Western Sahara,Emersonhaven,87.8437823675579,148.6473323046592,9341038649
189.9.186.59,MZ,Estonia,West Freedaberg,68.84034727447454,97.90415494894563,7171375524
42.155.60.51,LR,Albania,Port Billiefort,-55.236856473182485,-99.9564165015759,3788963423
101.177.4.210,TK,India,West Morganberg,41.68754481155429,67.11069365520208,4907795265
37.92.52.40,GG,Singapore,Jesusport,83.81805140456538,62.59851310942963,7817987955
219.192.186.6,IR,Togo,New Ebony,2.6966693063818497,-80.8987746898536,3964374366
126.114.228.165,,,,0,0,5514980109
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614893880432,174.57963021150817,3326541859
198.136.50.183,RS,Eritrea,West Margarete,37.5392753323552,-124.32775829461576,3634447497
210.74.62.221,BN,Heard Island and McDonald Islands,South Ima,-77.05146900624402,172.1604713270267,9152351011
,GG,Senegal,,47.05262789918959,-97.93733362171274,0
